"","occurrences","kmer_count","chr","feature","group"
"15293",41,1,"chr10","3B3","hsat3_B3_A2"
"15294",42,1,"chr10","3B3","hsat3_B3_A2"
"15295",46,1,"chr10","3B3","hsat3_B3_A2"
"15296",47,1,"chr10","3B3","hsat3_B3_A2"
"15297",48,1,"chr10","3B3","hsat3_B3_A2"
"15298",52,1,"chr10","3B3","hsat3_B3_A2"
"15299",65,1,"chr10","3B3","hsat3_B3_A2"
"15300",66,1,"chr10","3B3","hsat3_B3_A2"
"15301",68,2,"chr10","3B3","hsat3_B3_A2"
"15302",69,1,"chr10","3B3","hsat3_B3_A2"
"15303",0,532,"chr11","3B3","hsat3_B3_A2"
"15304",0,532,"chr12","3B3","hsat3_B3_A2"
"15305",0,532,"chr13","3B3","hsat3_B3_A2"
"15306",0,532,"chr14","3B3","hsat3_B3_A2"
"15307",0,532,"chr15","3B3","hsat3_B3_A2"
"15308",0,532,"chr16","3B3","hsat3_B3_A2"
"15309",0,532,"chr17","3B3","hsat3_B3_A2"
"15310",0,532,"chr18","3B3","hsat3_B3_A2"
"15311",0,532,"chr19","3B3","hsat3_B3_A2"
"15312",0,532,"chr2","3B3","hsat3_B3_A2"
"15313",0,532,"chr20","3B3","hsat3_B3_A2"
"15314",0,532,"chr21","3B3","hsat3_B3_A2"
"15315",0,532,"chr22","3B3","hsat3_B3_A2"
"15316",0,532,"chr3","3B3","hsat3_B3_A2"
"15317",0,532,"chr4","3B3","hsat3_B3_A2"
"15318",0,532,"chr5","3B3","hsat3_B3_A2"
"15319",0,532,"chr6","3B3","hsat3_B3_A2"
"15320",0,507,"chr7","3B3","hsat3_B3_A2"
"15321",1,19,"chr7","3B3","hsat3_B3_A2"
"15322",2,3,"chr7","3B3","hsat3_B3_A2"
"15323",5,2,"chr7","3B3","hsat3_B3_A2"
"15324",11,1,"chr7","3B3","hsat3_B3_A2"
"15325",0,532,"chr8","3B3","hsat3_B3_A2"
"15326",0,532,"chr9","3B3","hsat3_B3_A2"
"15327",0,532,"chrX","3B3","hsat3_B3_A2"
"15328",0,532,"chrY","3B3","hsat3_B3_A2"
"15329",0,1238,"chr1","3B4","hsat3_B3_A2"
"15330",0,1216,"chr10","3B4","hsat3_B3_A2"
"15331",1,14,"chr10","3B4","hsat3_B3_A2"
"15332",2,8,"chr10","3B4","hsat3_B3_A2"
"15333",0,1238,"chr11","3B4","hsat3_B3_A2"
"15334",0,1238,"chr12","3B4","hsat3_B3_A2"
"15335",0,1238,"chr13","3B4","hsat3_B3_A2"
"15336",0,1238,"chr14","3B4","hsat3_B3_A2"
"15337",0,1238,"chr15","3B4","hsat3_B3_A2"
"15338",0,1238,"chr16","3B4","hsat3_B3_A2"
"15339",0,1238,"chr17","3B4","hsat3_B3_A2"
"15340",0,1238,"chr18","3B4","hsat3_B3_A2"
"15341",0,1238,"chr19","3B4","hsat3_B3_A2"
"15342",0,1238,"chr2","3B4","hsat3_B3_A2"
"15343",0,1238,"chr20","3B4","hsat3_B3_A2"
"15344",0,1238,"chr21","3B4","hsat3_B3_A2"
"15345",0,1238,"chr22","3B4","hsat3_B3_A2"
"15346",0,1238,"chr3","3B4","hsat3_B3_A2"
"15347",0,1238,"chr4","3B4","hsat3_B3_A2"
"15348",0,1238,"chr5","3B4","hsat3_B3_A2"
"15349",0,1238,"chr6","3B4","hsat3_B3_A2"
"15350",0,1235,"chr7","3B4","hsat3_B3_A2"
"15351",1,2,"chr7","3B4","hsat3_B3_A2"
"15352",2,1,"chr7","3B4","hsat3_B3_A2"
"15353",0,1238,"chr8","3B4","hsat3_B3_A2"
"15354",0,1238,"chr9","3B4","hsat3_B3_A2"
"15355",0,1238,"chrX","3B4","hsat3_B3_A2"
"15356",0,1238,"chrY","3B4","hsat3_B3_A2"
"15357",0,945,"chr1","3B5","hsat3_B3_A2"
"15358",0,942,"chr10","3B5","hsat3_B3_A2"
"15359",1,2,"chr10","3B5","hsat3_B3_A2"
"15360",2,1,"chr10","3B5","hsat3_B3_A2"
"15361",0,945,"chr11","3B5","hsat3_B3_A2"
"15362",0,945,"chr12","3B5","hsat3_B3_A2"
"15363",0,945,"chr13","3B5","hsat3_B3_A2"
"15364",0,945,"chr14","3B5","hsat3_B3_A2"
"15365",0,945,"chr15","3B5","hsat3_B3_A2"
"15366",0,945,"chr16","3B5","hsat3_B3_A2"
"15367",0,945,"chr17","3B5","hsat3_B3_A2"
"15368",0,945,"chr18","3B5","hsat3_B3_A2"
"15369",0,945,"chr19","3B5","hsat3_B3_A2"
"15370",0,945,"chr2","3B5","hsat3_B3_A2"
"15371",0,945,"chr20","3B5","hsat3_B3_A2"
"15372",0,945,"chr21","3B5","hsat3_B3_A2"
"15373",0,945,"chr22","3B5","hsat3_B3_A2"
"15374",0,945,"chr3","3B5","hsat3_B3_A2"
"15375",0,945,"chr4","3B5","hsat3_B3_A2"
"15376",0,945,"chr5","3B5","hsat3_B3_A2"
"15377",0,945,"chr6","3B5","hsat3_B3_A2"
"15378",0,929,"chr7","3B5","hsat3_B3_A2"
"15379",1,3,"chr7","3B5","hsat3_B3_A2"
"15380",2,8,"chr7","3B5","hsat3_B3_A2"
"15381",3,5,"chr7","3B5","hsat3_B3_A2"
"15382",0,945,"chr8","3B5","hsat3_B3_A2"
"15383",0,945,"chr9","3B5","hsat3_B3_A2"
"15384",0,945,"chrX","3B5","hsat3_B3_A2"
"15385",0,945,"chrY","3B5","hsat3_B3_A2"
"15386",0,1438,"chr1","2A1","hsat3_B3_A4"
"15387",0,1438,"chr10","2A1","hsat3_B3_A4"
"15388",0,1438,"chr11","2A1","hsat3_B3_A4"
"15389",0,1438,"chr12","2A1","hsat3_B3_A4"
"15390",0,1438,"chr13","2A1","hsat3_B3_A4"
"15391",0,1438,"chr14","2A1","hsat3_B3_A4"
"15392",0,1438,"chr15","2A1","hsat3_B3_A4"
"15393",0,1438,"chr16","2A1","hsat3_B3_A4"
"15394",0,1438,"chr17","2A1","hsat3_B3_A4"
"15395",0,1438,"chr18","2A1","hsat3_B3_A4"
"15396",0,1438,"chr19","2A1","hsat3_B3_A4"
"15397",0,1438,"chr2","2A1","hsat3_B3_A4"
"15398",0,1438,"chr20","2A1","hsat3_B3_A4"
"15399",0,1438,"chr21","2A1","hsat3_B3_A4"
"15400",0,1438,"chr22","2A1","hsat3_B3_A4"
"15401",0,1438,"chr3","2A1","hsat3_B3_A4"
"15402",0,1438,"chr4","2A1","hsat3_B3_A4"
"15403",0,1438,"chr5","2A1","hsat3_B3_A4"
"15404",0,1438,"chr6","2A1","hsat3_B3_A4"
"15405",0,1438,"chr7","2A1","hsat3_B3_A4"
"15406",0,1438,"chr8","2A1","hsat3_B3_A4"
"15407",0,1438,"chr9","2A1","hsat3_B3_A4"
"15408",0,1438,"chrX","2A1","hsat3_B3_A4"
"15409",0,1438,"chrY","2A1","hsat3_B3_A4"
"15410",0,772,"chr1","2A2","hsat3_B3_A4"
"15411",1,1,"chr1","2A2","hsat3_B3_A4"
"15412",0,773,"chr10","2A2","hsat3_B3_A4"
"15413",0,773,"chr11","2A2","hsat3_B3_A4"
"15414",0,773,"chr12","2A2","hsat3_B3_A4"
"15415",0,773,"chr13","2A2","hsat3_B3_A4"
"15416",0,773,"chr14","2A2","hsat3_B3_A4"
"15417",0,773,"chr15","2A2","hsat3_B3_A4"
"15418",0,773,"chr16","2A2","hsat3_B3_A4"
"15419",0,773,"chr17","2A2","hsat3_B3_A4"
"15420",0,773,"chr18","2A2","hsat3_B3_A4"
"15421",0,773,"chr19","2A2","hsat3_B3_A4"
"15422",0,773,"chr2","2A2","hsat3_B3_A4"
"15423",0,773,"chr20","2A2","hsat3_B3_A4"
"15424",0,773,"chr21","2A2","hsat3_B3_A4"
"15425",0,773,"chr22","2A2","hsat3_B3_A4"
"15426",0,773,"chr3","2A2","hsat3_B3_A4"
"15427",0,773,"chr4","2A2","hsat3_B3_A4"
"15428",0,773,"chr5","2A2","hsat3_B3_A4"
"15429",0,773,"chr6","2A2","hsat3_B3_A4"
"15430",0,773,"chr7","2A2","hsat3_B3_A4"
"15431",0,773,"chr8","2A2","hsat3_B3_A4"
"15432",0,773,"chr9","2A2","hsat3_B3_A4"
"15433",0,773,"chrX","2A2","hsat3_B3_A4"
"15434",0,773,"chrY","2A2","hsat3_B3_A4"
"15435",0,6942,"chr1","2B","hsat3_B3_A4"
"15436",0,6942,"chr10","2B","hsat3_B3_A4"
"15437",0,6942,"chr11","2B","hsat3_B3_A4"
"15438",0,6942,"chr12","2B","hsat3_B3_A4"
"15439",0,6942,"chr13","2B","hsat3_B3_A4"
"15440",0,6942,"chr14","2B","hsat3_B3_A4"
"15441",0,6942,"chr15","2B","hsat3_B3_A4"
"15442",0,6942,"chr16","2B","hsat3_B3_A4"
"15443",0,6942,"chr17","2B","hsat3_B3_A4"
"15444",0,6942,"chr18","2B","hsat3_B3_A4"
"15445",0,6942,"chr19","2B","hsat3_B3_A4"
"15446",0,6942,"chr2","2B","hsat3_B3_A4"
"15447",0,6942,"chr20","2B","hsat3_B3_A4"
"15448",0,6942,"chr21","2B","hsat3_B3_A4"
"15449",0,6942,"chr22","2B","hsat3_B3_A4"
"15450",0,6942,"chr3","2B","hsat3_B3_A4"
"15451",0,6942,"chr4","2B","hsat3_B3_A4"
"15452",0,6942,"chr5","2B","hsat3_B3_A4"
"15453",0,6942,"chr6","2B","hsat3_B3_A4"
"15454",0,6942,"chr7","2B","hsat3_B3_A4"
"15455",0,6942,"chr8","2B","hsat3_B3_A4"
"15456",0,6942,"chr9","2B","hsat3_B3_A4"
"15457",0,6942,"chrX","2B","hsat3_B3_A4"
"15458",0,6942,"chrY","2B","hsat3_B3_A4"
"15459",0,441,"chr1","3A1","hsat3_B3_A4"
"15460",1,3,"chr1","3A1","hsat3_B3_A4"
"15461",2,1,"chr1","3A1","hsat3_B3_A4"
"15462",7,1,"chr1","3A1","hsat3_B3_A4"
"15463",0,446,"chr10","3A1","hsat3_B3_A4"
"15464",0,446,"chr11","3A1","hsat3_B3_A4"
"15465",0,446,"chr12","3A1","hsat3_B3_A4"
"15466",0,446,"chr13","3A1","hsat3_B3_A4"
"15467",0,446,"chr14","3A1","hsat3_B3_A4"
"15468",0,446,"chr15","3A1","hsat3_B3_A4"
"15469",0,446,"chr16","3A1","hsat3_B3_A4"
"15470",0,446,"chr17","3A1","hsat3_B3_A4"
"15471",0,446,"chr18","3A1","hsat3_B3_A4"
"15472",0,446,"chr19","3A1","hsat3_B3_A4"
"15473",0,446,"chr2","3A1","hsat3_B3_A4"
"15474",0,446,"chr20","3A1","hsat3_B3_A4"
"15475",0,446,"chr21","3A1","hsat3_B3_A4"
"15476",0,446,"chr22","3A1","hsat3_B3_A4"
"15477",0,446,"chr3","3A1","hsat3_B3_A4"
"15478",0,446,"chr4","3A1","hsat3_B3_A4"
"15479",0,446,"chr5","3A1","hsat3_B3_A4"
"15480",0,446,"chr6","3A1","hsat3_B3_A4"
"15481",0,446,"chr7","3A1","hsat3_B3_A4"
"15482",0,446,"chr8","3A1","hsat3_B3_A4"
"15483",0,446,"chr9","3A1","hsat3_B3_A4"
"15484",0,446,"chrX","3A1","hsat3_B3_A4"
"15485",0,446,"chrY","3A1","hsat3_B3_A4"
"15486",0,752,"chr1","3A2","hsat3_B3_A4"
"15487",1,4,"chr1","3A2","hsat3_B3_A4"
"15488",0,756,"chr10","3A2","hsat3_B3_A4"
"15489",0,756,"chr11","3A2","hsat3_B3_A4"
"15490",0,756,"chr12","3A2","hsat3_B3_A4"
"15491",0,756,"chr13","3A2","hsat3_B3_A4"
"15492",0,756,"chr14","3A2","hsat3_B3_A4"
"15493",0,756,"chr15","3A2","hsat3_B3_A4"
"15494",0,756,"chr16","3A2","hsat3_B3_A4"
"15495",0,756,"chr17","3A2","hsat3_B3_A4"
"15496",0,756,"chr18","3A2","hsat3_B3_A4"
"15497",0,756,"chr19","3A2","hsat3_B3_A4"
"15498",0,756,"chr2","3A2","hsat3_B3_A4"
"15499",0,756,"chr20","3A2","hsat3_B3_A4"
"15500",0,756,"chr21","3A2","hsat3_B3_A4"
"15501",0,756,"chr22","3A2","hsat3_B3_A4"
"15502",0,756,"chr3","3A2","hsat3_B3_A4"
"15503",0,756,"chr4","3A2","hsat3_B3_A4"
"15504",0,756,"chr5","3A2","hsat3_B3_A4"
"15505",0,756,"chr6","3A2","hsat3_B3_A4"
"15506",0,756,"chr7","3A2","hsat3_B3_A4"
"15507",0,756,"chr8","3A2","hsat3_B3_A4"
"15508",0,756,"chr9","3A2","hsat3_B3_A4"
"15509",0,756,"chrX","3A2","hsat3_B3_A4"
"15510",0,756,"chrY","3A2","hsat3_B3_A4"
"15511",0,6529,"chr1","3A3","hsat3_B3_A4"
"15512",1,14,"chr1","3A3","hsat3_B3_A4"
"15513",2,6,"chr1","3A3","hsat3_B3_A4"
"15514",3,5,"chr1","3A3","hsat3_B3_A4"
"15515",0,6554,"chr10","3A3","hsat3_B3_A4"
"15516",0,6554,"chr11","3A3","hsat3_B3_A4"
"15517",0,6554,"chr12","3A3","hsat3_B3_A4"
"15518",0,6554,"chr13","3A3","hsat3_B3_A4"
"15519",0,6554,"chr14","3A3","hsat3_B3_A4"
"15520",0,6554,"chr15","3A3","hsat3_B3_A4"
"15521",0,6554,"chr16","3A3","hsat3_B3_A4"
"15522",0,6554,"chr17","3A3","hsat3_B3_A4"
"15523",0,6554,"chr18","3A3","hsat3_B3_A4"
"15524",0,6554,"chr19","3A3","hsat3_B3_A4"
"15525",0,6554,"chr2","3A3","hsat3_B3_A4"
"15526",0,6554,"chr20","3A3","hsat3_B3_A4"
"15527",0,6554,"chr21","3A3","hsat3_B3_A4"
"15528",0,6554,"chr22","3A3","hsat3_B3_A4"
"15529",0,6554,"chr3","3A3","hsat3_B3_A4"
"15530",0,6554,"chr4","3A3","hsat3_B3_A4"
"15531",0,6554,"chr5","3A3","hsat3_B3_A4"
"15532",0,6554,"chr6","3A3","hsat3_B3_A4"
"15533",0,6554,"chr7","3A3","hsat3_B3_A4"
"15534",0,6554,"chr8","3A3","hsat3_B3_A4"
"15535",0,6554,"chr9","3A3","hsat3_B3_A4"
"15536",0,6554,"chrX","3A3","hsat3_B3_A4"
"15537",0,6554,"chrY","3A3","hsat3_B3_A4"
"15538",0,45,"chr1","3A4","hsat3_B3_A4"
"15539",1,8,"chr1","3A4","hsat3_B3_A4"
"15540",2,3,"chr1","3A4","hsat3_B3_A4"
"15541",3,5,"chr1","3A4","hsat3_B3_A4"
"15542",4,2,"chr1","3A4","hsat3_B3_A4"
"15543",5,2,"chr1","3A4","hsat3_B3_A4"
"15544",0,65,"chr10","3A4","hsat3_B3_A4"
"15545",0,65,"chr11","3A4","hsat3_B3_A4"
"15546",0,65,"chr12","3A4","hsat3_B3_A4"
"15547",0,65,"chr13","3A4","hsat3_B3_A4"
"15548",0,65,"chr14","3A4","hsat3_B3_A4"
"15549",0,65,"chr15","3A4","hsat3_B3_A4"
"15550",0,65,"chr16","3A4","hsat3_B3_A4"
"15551",0,65,"chr17","3A4","hsat3_B3_A4"
"15552",0,65,"chr18","3A4","hsat3_B3_A4"
"15553",0,65,"chr19","3A4","hsat3_B3_A4"
"15554",0,65,"chr2","3A4","hsat3_B3_A4"
"15555",0,65,"chr20","3A4","hsat3_B3_A4"
"15556",0,65,"chr21","3A4","hsat3_B3_A4"
"15557",0,65,"chr22","3A4","hsat3_B3_A4"
"15558",0,65,"chr3","3A4","hsat3_B3_A4"
"15559",0,65,"chr4","3A4","hsat3_B3_A4"
"15560",0,65,"chr5","3A4","hsat3_B3_A4"
"15561",0,65,"chr6","3A4","hsat3_B3_A4"
"15562",0,65,"chr7","3A4","hsat3_B3_A4"
"15563",0,65,"chr8","3A4","hsat3_B3_A4"
"15564",0,65,"chr9","3A4","hsat3_B3_A4"
"15565",0,65,"chrX","3A4","hsat3_B3_A4"
"15566",0,65,"chrY","3A4","hsat3_B3_A4"
"15567",0,956,"chr1","3A5","hsat3_B3_A4"
"15568",0,956,"chr10","3A5","hsat3_B3_A4"
"15569",0,956,"chr11","3A5","hsat3_B3_A4"
"15570",0,956,"chr12","3A5","hsat3_B3_A4"
"15571",0,956,"chr13","3A5","hsat3_B3_A4"
"15572",0,956,"chr14","3A5","hsat3_B3_A4"
"15573",0,956,"chr15","3A5","hsat3_B3_A4"
"15574",0,956,"chr16","3A5","hsat3_B3_A4"
"15575",0,956,"chr17","3A5","hsat3_B3_A4"
"15576",0,956,"chr18","3A5","hsat3_B3_A4"
"15577",0,956,"chr19","3A5","hsat3_B3_A4"
"15578",0,956,"chr2","3A5","hsat3_B3_A4"
"15579",0,956,"chr20","3A5","hsat3_B3_A4"
"15580",0,956,"chr21","3A5","hsat3_B3_A4"
"15581",0,956,"chr22","3A5","hsat3_B3_A4"
"15582",0,956,"chr3","3A5","hsat3_B3_A4"
"15583",0,956,"chr4","3A5","hsat3_B3_A4"
"15584",0,956,"chr5","3A5","hsat3_B3_A4"
"15585",0,956,"chr6","3A5","hsat3_B3_A4"
"15586",0,956,"chr7","3A5","hsat3_B3_A4"
"15587",0,956,"chr8","3A5","hsat3_B3_A4"
"15588",0,956,"chr9","3A5","hsat3_B3_A4"
"15589",0,956,"chrX","3A5","hsat3_B3_A4"
"15590",0,956,"chrY","3A5","hsat3_B3_A4"
"15591",0,2693,"chr1","3A6","hsat3_B3_A4"
"15592",1,3,"chr1","3A6","hsat3_B3_A4"
"15593",0,2696,"chr10","3A6","hsat3_B3_A4"
"15594",0,2696,"chr11","3A6","hsat3_B3_A4"
"15595",0,2696,"chr12","3A6","hsat3_B3_A4"
"15596",0,2696,"chr13","3A6","hsat3_B3_A4"
"15597",0,2696,"chr14","3A6","hsat3_B3_A4"
"15598",0,2696,"chr15","3A6","hsat3_B3_A4"
"15599",0,2696,"chr16","3A6","hsat3_B3_A4"
"15600",0,2696,"chr17","3A6","hsat3_B3_A4"
"15601",0,2696,"chr18","3A6","hsat3_B3_A4"
"15602",0,2696,"chr19","3A6","hsat3_B3_A4"
"15603",0,2696,"chr2","3A6","hsat3_B3_A4"
"15604",0,2696,"chr20","3A6","hsat3_B3_A4"
"15605",0,2696,"chr21","3A6","hsat3_B3_A4"
"15606",0,2696,"chr22","3A6","hsat3_B3_A4"
"15607",0,2696,"chr3","3A6","hsat3_B3_A4"
"15608",0,2696,"chr4","3A6","hsat3_B3_A4"
"15609",0,2696,"chr5","3A6","hsat3_B3_A4"
"15610",0,2696,"chr6","3A6","hsat3_B3_A4"
"15611",0,2696,"chr7","3A6","hsat3_B3_A4"
"15612",0,2696,"chr8","3A6","hsat3_B3_A4"
"15613",0,2696,"chr9","3A6","hsat3_B3_A4"
"15614",0,2696,"chrX","3A6","hsat3_B3_A4"
"15615",0,2696,"chrY","3A6","hsat3_B3_A4"
"15616",0,2661,"chr1","3B1","hsat3_B3_A4"
"15617",1,21,"chr1","3B1","hsat3_B3_A4"
"15618",2,2,"chr1","3B1","hsat3_B3_A4"
"15619",3,1,"chr1","3B1","hsat3_B3_A4"
"15620",4,4,"chr1","3B1","hsat3_B3_A4"
"15621",0,2689,"chr10","3B1","hsat3_B3_A4"
"15622",0,2689,"chr11","3B1","hsat3_B3_A4"
"15623",0,2689,"chr12","3B1","hsat3_B3_A4"
"15624",0,2689,"chr13","3B1","hsat3_B3_A4"
"15625",0,2689,"chr14","3B1","hsat3_B3_A4"
"15626",0,2689,"chr15","3B1","hsat3_B3_A4"
"15627",0,2689,"chr16","3B1","hsat3_B3_A4"
"15628",0,2689,"chr17","3B1","hsat3_B3_A4"
"15629",0,2689,"chr18","3B1","hsat3_B3_A4"
"15630",0,2689,"chr19","3B1","hsat3_B3_A4"
"15631",0,2689,"chr2","3B1","hsat3_B3_A4"
"15632",0,2689,"chr20","3B1","hsat3_B3_A4"
"15633",0,2689,"chr21","3B1","hsat3_B3_A4"
"15634",0,2689,"chr22","3B1","hsat3_B3_A4"
"15635",0,2689,"chr3","3B1","hsat3_B3_A4"
"15636",0,2689,"chr4","3B1","hsat3_B3_A4"
"15637",0,2689,"chr5","3B1","hsat3_B3_A4"
"15638",0,2689,"chr6","3B1","hsat3_B3_A4"
"15639",0,2689,"chr7","3B1","hsat3_B3_A4"
"15640",0,2689,"chr8","3B1","hsat3_B3_A4"
"15641",0,2689,"chr9","3B1","hsat3_B3_A4"
"15642",0,2689,"chrX","3B1","hsat3_B3_A4"
"15643",0,2689,"chrY","3B1","hsat3_B3_A4"
"15644",0,3148,"chr1","3B2","hsat3_B3_A4"
"15645",1,19,"chr1","3B2","hsat3_B3_A4"
"15646",2,3,"chr1","3B2","hsat3_B3_A4"
"15647",3,7,"chr1","3B2","hsat3_B3_A4"
"15648",5,6,"chr1","3B2","hsat3_B3_A4"
"15649",0,3183,"chr10","3B2","hsat3_B3_A4"
"15650",0,3183,"chr11","3B2","hsat3_B3_A4"
"15651",0,3183,"chr12","3B2","hsat3_B3_A4"
"15652",0,3183,"chr13","3B2","hsat3_B3_A4"
"15653",0,3183,"chr14","3B2","hsat3_B3_A4"
"15654",0,3183,"chr15","3B2","hsat3_B3_A4"
"15655",0,3183,"chr16","3B2","hsat3_B3_A4"
"15656",0,3183,"chr17","3B2","hsat3_B3_A4"
"15657",0,3183,"chr18","3B2","hsat3_B3_A4"
"15658",0,3183,"chr19","3B2","hsat3_B3_A4"
"15659",0,3183,"chr2","3B2","hsat3_B3_A4"
"15660",0,3183,"chr20","3B2","hsat3_B3_A4"
"15661",0,3183,"chr21","3B2","hsat3_B3_A4"
"15662",0,3183,"chr22","3B2","hsat3_B3_A4"
"15663",0,3183,"chr3","3B2","hsat3_B3_A4"
"15664",0,3183,"chr4","3B2","hsat3_B3_A4"
"15665",0,3183,"chr5","3B2","hsat3_B3_A4"
"15666",0,3183,"chr6","3B2","hsat3_B3_A4"
"15667",0,3183,"chr7","3B2","hsat3_B3_A4"
"15668",0,3183,"chr8","3B2","hsat3_B3_A4"
"15669",0,3183,"chr9","3B2","hsat3_B3_A4"
"15670",0,3183,"chrX","3B2","hsat3_B3_A4"
"15671",0,3183,"chrY","3B2","hsat3_B3_A4"
"15672",0,521,"chr1","3B3","hsat3_B3_A4"
"15673",1,5,"chr1","3B3","hsat3_B3_A4"
"15674",2,3,"chr1","3B3","hsat3_B3_A4"
"15675",3,2,"chr1","3B3","hsat3_B3_A4"
"15676",5,1,"chr1","3B3","hsat3_B3_A4"
"15677",0,532,"chr10","3B3","hsat3_B3_A4"
"15678",0,532,"chr11","3B3","hsat3_B3_A4"
"15679",0,532,"chr12","3B3","hsat3_B3_A4"
"15680",0,532,"chr13","3B3","hsat3_B3_A4"
"15681",0,532,"chr14","3B3","hsat3_B3_A4"
"15682",0,532,"chr15","3B3","hsat3_B3_A4"
"15683",0,532,"chr16","3B3","hsat3_B3_A4"
"15684",0,532,"chr17","3B3","hsat3_B3_A4"
"15685",0,532,"chr18","3B3","hsat3_B3_A4"
"15686",0,532,"chr19","3B3","hsat3_B3_A4"
"15687",0,532,"chr2","3B3","hsat3_B3_A4"
"15688",0,532,"chr20","3B3","hsat3_B3_A4"
"15689",0,532,"chr21","3B3","hsat3_B3_A4"
"15690",0,532,"chr22","3B3","hsat3_B3_A4"
"15691",0,532,"chr3","3B3","hsat3_B3_A4"
"15692",0,532,"chr4","3B3","hsat3_B3_A4"
"15693",0,532,"chr5","3B3","hsat3_B3_A4"
"15694",0,532,"chr6","3B3","hsat3_B3_A4"
"15695",0,532,"chr7","3B3","hsat3_B3_A4"
"15696",0,532,"chr8","3B3","hsat3_B3_A4"
"15697",0,532,"chr9","3B3","hsat3_B3_A4"
"15698",0,532,"chrX","3B3","hsat3_B3_A4"
"15699",0,532,"chrY","3B3","hsat3_B3_A4"
"15700",0,1231,"chr1","3B4","hsat3_B3_A4"
"15701",1,6,"chr1","3B4","hsat3_B3_A4"
"15702",3,1,"chr1","3B4","hsat3_B3_A4"
"15703",0,1238,"chr10","3B4","hsat3_B3_A4"
"15704",0,1238,"chr11","3B4","hsat3_B3_A4"
"15705",0,1238,"chr12","3B4","hsat3_B3_A4"
"15706",0,1238,"chr13","3B4","hsat3_B3_A4"
"15707",0,1238,"chr14","3B4","hsat3_B3_A4"
"15708",0,1238,"chr15","3B4","hsat3_B3_A4"
"15709",0,1238,"chr16","3B4","hsat3_B3_A4"
"15710",0,1238,"chr17","3B4","hsat3_B3_A4"
"15711",0,1238,"chr18","3B4","hsat3_B3_A4"
"15712",0,1238,"chr19","3B4","hsat3_B3_A4"
"15713",0,1238,"chr2","3B4","hsat3_B3_A4"
"15714",0,1238,"chr20","3B4","hsat3_B3_A4"
"15715",0,1238,"chr21","3B4","hsat3_B3_A4"
"15716",0,1238,"chr22","3B4","hsat3_B3_A4"
"15717",0,1238,"chr3","3B4","hsat3_B3_A4"
"15718",0,1238,"chr4","3B4","hsat3_B3_A4"
"15719",0,1238,"chr5","3B4","hsat3_B3_A4"
"15720",0,1238,"chr6","3B4","hsat3_B3_A4"
"15721",0,1238,"chr7","3B4","hsat3_B3_A4"
"15722",0,1238,"chr8","3B4","hsat3_B3_A4"
"15723",0,1238,"chr9","3B4","hsat3_B3_A4"
"15724",0,1238,"chrX","3B4","hsat3_B3_A4"
"15725",0,1238,"chrY","3B4","hsat3_B3_A4"
"15726",0,940,"chr1","3B5","hsat3_B3_A4"
"15727",1,5,"chr1","3B5","hsat3_B3_A4"
"15728",0,945,"chr10","3B5","hsat3_B3_A4"
"15729",0,945,"chr11","3B5","hsat3_B3_A4"
"15730",0,945,"chr12","3B5","hsat3_B3_A4"
"15731",0,945,"chr13","3B5","hsat3_B3_A4"
"15732",0,945,"chr14","3B5","hsat3_B3_A4"
"15733",0,945,"chr15","3B5","hsat3_B3_A4"
"15734",0,945,"chr16","3B5","hsat3_B3_A4"
"15735",0,945,"chr17","3B5","hsat3_B3_A4"
"15736",0,945,"chr18","3B5","hsat3_B3_A4"
"15737",0,945,"chr19","3B5","hsat3_B3_A4"
"15738",0,945,"chr2","3B5","hsat3_B3_A4"
"15739",0,945,"chr20","3B5","hsat3_B3_A4"
"15740",0,945,"chr21","3B5","hsat3_B3_A4"
"15741",0,945,"chr22","3B5","hsat3_B3_A4"
"15742",0,945,"chr3","3B5","hsat3_B3_A4"
"15743",0,945,"chr4","3B5","hsat3_B3_A4"
"15744",0,945,"chr5","3B5","hsat3_B3_A4"
"15745",0,945,"chr6","3B5","hsat3_B3_A4"
"15746",0,945,"chr7","3B5","hsat3_B3_A4"
"15747",0,945,"chr8","3B5","hsat3_B3_A4"
"15748",0,945,"chr9","3B5","hsat3_B3_A4"
"15749",0,945,"chrX","3B5","hsat3_B3_A4"
"15750",0,945,"chrY","3B5","hsat3_B3_A4"
"15751",0,1438,"chr1","2A1","hsat3_B3"
"15752",0,1438,"chr10","2A1","hsat3_B3"
"15753",0,1438,"chr11","2A1","hsat3_B3"
"15754",0,1438,"chr12","2A1","hsat3_B3"
"15755",0,1438,"chr13","2A1","hsat3_B3"
"15756",0,1438,"chr14","2A1","hsat3_B3"
"15757",0,1438,"chr15","2A1","hsat3_B3"
"15758",0,1438,"chr16","2A1","hsat3_B3"
"15759",0,1438,"chr17","2A1","hsat3_B3"
"15760",0,1438,"chr18","2A1","hsat3_B3"
"15761",0,1438,"chr19","2A1","hsat3_B3"
"15762",0,1438,"chr2","2A1","hsat3_B3"
"15763",0,1438,"chr20","2A1","hsat3_B3"
"15764",0,1438,"chr21","2A1","hsat3_B3"
"15765",0,1438,"chr22","2A1","hsat3_B3"
"15766",0,1438,"chr3","2A1","hsat3_B3"
"15767",0,1438,"chr4","2A1","hsat3_B3"
"15768",0,1438,"chr5","2A1","hsat3_B3"
"15769",0,1438,"chr6","2A1","hsat3_B3"
