"","seqnames","strand","n","type","group","mb"
"52126","chr18","+",1409,"repeat_type","LTR30#LTR/ERV1",0.001409
"52127","chr18","-",700,"repeat_type","LTR30#LTR/ERV1",7e-04
"52128","chr21","+",706,"repeat_type","LTR30#LTR/ERV1",0.000706
"52129","chr22","+",722,"repeat_type","LTR30#LTR/ERV1",0.000722
"52130","chr22","-",709,"repeat_type","LTR30#LTR/ERV1",0.000709
"52131","chrX","+",2840,"repeat_type","LTR30#LTR/ERV1",0.00284
"52132","chrX","-",10974,"repeat_type","LTR30#LTR/ERV1",0.010974
"52133","chrY","+",9890,"repeat_type","LTR30#LTR/ERV1",0.00989
"52134","chrY","-",14119,"repeat_type","LTR30#LTR/ERV1",0.014119
"52135","chr1","+",1527,"repeat_type","MER134#DNA/Crypton",0.001527
"52136","chr1","-",513,"repeat_type","MER134#DNA/Crypton",0.000513
"52137","chr2","+",2060,"repeat_type","MER134#DNA/Crypton",0.00206
"52138","chr2","-",3574,"repeat_type","MER134#DNA/Crypton",0.003574
"52139","chr3","+",3072,"repeat_type","MER134#DNA/Crypton",0.003072
"52140","chr3","-",1031,"repeat_type","MER134#DNA/Crypton",0.001031
"52141","chr4","+",515,"repeat_type","MER134#DNA/Crypton",0.000515
"52142","chr4","-",2059,"repeat_type","MER134#DNA/Crypton",0.002059
"52143","chr6","+",505,"repeat_type","MER134#DNA/Crypton",0.000505
"52144","chr6","-",1028,"repeat_type","MER134#DNA/Crypton",0.001028
"52145","chr7","+",1041,"repeat_type","MER134#DNA/Crypton",0.001041
"52146","chr7","-",1028,"repeat_type","MER134#DNA/Crypton",0.001028
"52147","chr8","+",1536,"repeat_type","MER134#DNA/Crypton",0.001536
"52148","chr8","-",517,"repeat_type","MER134#DNA/Crypton",0.000517
"52149","chr9","+",1030,"repeat_type","MER134#DNA/Crypton",0.00103
"52150","chr9","-",988,"repeat_type","MER134#DNA/Crypton",0.000988
"52151","chr10","+",1560,"repeat_type","MER134#DNA/Crypton",0.00156
"52152","chr10","-",1542,"repeat_type","MER134#DNA/Crypton",0.001542
"52153","chr11","+",1542,"repeat_type","MER134#DNA/Crypton",0.001542
"52154","chr11","-",1012,"repeat_type","MER134#DNA/Crypton",0.001012
"52155","chr12","+",1029,"repeat_type","MER134#DNA/Crypton",0.001029
"52156","chr12","-",1026,"repeat_type","MER134#DNA/Crypton",0.001026
"52157","chr13","+",1014,"repeat_type","MER134#DNA/Crypton",0.001014
"52158","chr14","+",512,"repeat_type","MER134#DNA/Crypton",0.000512
"52159","chr14","-",516,"repeat_type","MER134#DNA/Crypton",0.000516
"52160","chr16","+",513,"repeat_type","MER134#DNA/Crypton",0.000513
"52161","chr16","-",1497,"repeat_type","MER134#DNA/Crypton",0.001497
"52162","chr17","+",509,"repeat_type","MER134#DNA/Crypton",0.000509
"52163","chr17","-",1028,"repeat_type","MER134#DNA/Crypton",0.001028
"52164","chr18","+",1026,"repeat_type","MER134#DNA/Crypton",0.001026
"52165","chr18","-",540,"repeat_type","MER134#DNA/Crypton",0.00054
"52166","chr20","+",515,"repeat_type","MER134#DNA/Crypton",0.000515
"52167","chr22","-",1028,"repeat_type","MER134#DNA/Crypton",0.001028
"52168","chrX","+",1031,"repeat_type","MER134#DNA/Crypton",0.001031
"52169","chrX","-",509,"repeat_type","MER134#DNA/Crypton",0.000509
"52170","chr1","+",492,"repeat_type","UCON51#LTR",0.000492
"52171","chr1","-",238,"repeat_type","UCON51#LTR",0.000238
"52172","chr2","+",744,"repeat_type","UCON51#LTR",0.000744
"52173","chr2","-",481,"repeat_type","UCON51#LTR",0.000481
"52174","chr3","-",981,"repeat_type","UCON51#LTR",0.000981
"52175","chr5","+",253,"repeat_type","UCON51#LTR",0.000253
"52176","chr6","+",497,"repeat_type","UCON51#LTR",0.000497
"52177","chr6","-",257,"repeat_type","UCON51#LTR",0.000257
"52178","chr8","+",251,"repeat_type","UCON51#LTR",0.000251
"52179","chr8","-",252,"repeat_type","UCON51#LTR",0.000252
"52180","chr9","+",490,"repeat_type","UCON51#LTR",0.00049
"52181","chr9","-",269,"repeat_type","UCON51#LTR",0.000269
"52182","chr10","-",228,"repeat_type","UCON51#LTR",0.000228
"52183","chr11","+",251,"repeat_type","UCON51#LTR",0.000251
"52184","chr12","+",254,"repeat_type","UCON51#LTR",0.000254
"52185","chr13","+",253,"repeat_type","UCON51#LTR",0.000253
"52186","chr14","+",251,"repeat_type","UCON51#LTR",0.000251
"52187","chr14","-",238,"repeat_type","UCON51#LTR",0.000238
"52188","chr18","+",261,"repeat_type","UCON51#LTR",0.000261
"52189","chr18","-",538,"repeat_type","UCON51#LTR",0.000538
"52190","chrX","+",263,"repeat_type","UCON51#LTR",0.000263
"52191","chr1","+",188,"repeat_type","Eulor7#DNA",0.000188
"52192","chr2","+",201,"repeat_type","Eulor7#DNA",0.000201
"52193","chr2","-",194,"repeat_type","Eulor7#DNA",0.000194
"52194","chr3","+",191,"repeat_type","Eulor7#DNA",0.000191
"52195","chr5","-",385,"repeat_type","Eulor7#DNA",0.000385
"52196","chr6","+",183,"repeat_type","Eulor7#DNA",0.000183
"52197","chr9","+",195,"repeat_type","Eulor7#DNA",0.000195
"52198","chr13","-",390,"repeat_type","Eulor7#DNA",0.00039
"52199","chrX","-",190,"repeat_type","Eulor7#DNA",0.00019
"52200","chr1","+",5261,"repeat_type","HERVKC4-int#LTR/ERVK",0.005261
"52201","chr1","-",8387,"repeat_type","HERVKC4-int#LTR/ERVK",0.008387
"52202","chr2","+",4149,"repeat_type","HERVKC4-int#LTR/ERVK",0.004149
"52203","chr3","-",5267,"repeat_type","HERVKC4-int#LTR/ERVK",0.005267
"52204","chr8","-",10534,"repeat_type","HERVKC4-int#LTR/ERVK",0.010534
"52205","chr9","+",5279,"repeat_type","HERVKC4-int#LTR/ERVK",0.005279
"52206","chr10","+",5775,"repeat_type","HERVKC4-int#LTR/ERVK",0.005775
"52207","chr12","-",6632,"repeat_type","HERVKC4-int#LTR/ERVK",0.006632
"52208","chr13","-",5263,"repeat_type","HERVKC4-int#LTR/ERVK",0.005263
"52209","chr14","+",4061,"repeat_type","HERVKC4-int#LTR/ERVK",0.004061
"52210","chr15","-",5267,"repeat_type","HERVKC4-int#LTR/ERVK",0.005267
"52211","chr16","-",6511,"repeat_type","HERVKC4-int#LTR/ERVK",0.006511
"52212","chr17","-",5274,"repeat_type","HERVKC4-int#LTR/ERVK",0.005274
"52213","chr19","+",4061,"repeat_type","HERVKC4-int#LTR/ERVK",0.004061
"52214","chr19","-",19647,"repeat_type","HERVKC4-int#LTR/ERVK",0.019647
"52215","chr20","-",5260,"repeat_type","HERVKC4-int#LTR/ERVK",0.00526
"52216","chrY","-",17192,"repeat_type","HERVKC4-int#LTR/ERVK",0.017192
"52217","chr1","+",1062,"repeat_type","LTR10G#LTR/ERV1",0.001062
"52218","chr1","-",1548,"repeat_type","LTR10G#LTR/ERV1",0.001548
"52219","chr2","+",532,"repeat_type","LTR10G#LTR/ERV1",0.000532
"52220","chr2","-",1587,"repeat_type","LTR10G#LTR/ERV1",0.001587
"52221","chr3","+",27826,"repeat_type","LTR10G#LTR/ERV1",0.027826
"52222","chr3","-",8974,"repeat_type","LTR10G#LTR/ERV1",0.008974
"52223","chr4","+",1048,"repeat_type","LTR10G#LTR/ERV1",0.001048
"52224","chr4","-",8273,"repeat_type","LTR10G#LTR/ERV1",0.008273
"52225","chr5","+",14291,"repeat_type","LTR10G#LTR/ERV1",0.014291
"52226","chr6","-",1559,"repeat_type","LTR10G#LTR/ERV1",0.001559
"52227","chr7","+",6148,"repeat_type","LTR10G#LTR/ERV1",0.006148
"52228","chr7","-",9342,"repeat_type","LTR10G#LTR/ERV1",0.009342
"52229","chr8","+",1019,"repeat_type","LTR10G#LTR/ERV1",0.001019
"52230","chr8","-",2102,"repeat_type","LTR10G#LTR/ERV1",0.002102
"52231","chr9","-",17964,"repeat_type","LTR10G#LTR/ERV1",0.017964
"52232","chr10","-",523,"repeat_type","LTR10G#LTR/ERV1",0.000523
"52233","chr11","+",984,"repeat_type","LTR10G#LTR/ERV1",0.000984
"52234","chr11","-",6606,"repeat_type","LTR10G#LTR/ERV1",0.006606
"52235","chr12","-",6157,"repeat_type","LTR10G#LTR/ERV1",0.006157
"52236","chr13","+",528,"repeat_type","LTR10G#LTR/ERV1",0.000528
"52237","chr14","-",1057,"repeat_type","LTR10G#LTR/ERV1",0.001057
"52238","chr15","+",26754,"repeat_type","LTR10G#LTR/ERV1",0.026754
"52239","chr15","-",16829,"repeat_type","LTR10G#LTR/ERV1",0.016829
"52240","chr16","+",522,"repeat_type","LTR10G#LTR/ERV1",0.000522
"52241","chr16","-",512,"repeat_type","LTR10G#LTR/ERV1",0.000512
"52242","chr17","+",534,"repeat_type","LTR10G#LTR/ERV1",0.000534
"52243","chr18","+",526,"repeat_type","LTR10G#LTR/ERV1",0.000526
"52244","chr19","+",8914,"repeat_type","LTR10G#LTR/ERV1",0.008914
"52245","chr19","-",1033,"repeat_type","LTR10G#LTR/ERV1",0.001033
"52246","chr22","+",525,"repeat_type","LTR10G#LTR/ERV1",0.000525
"52247","chr22","-",11418,"repeat_type","LTR10G#LTR/ERV1",0.011418
"52248","chrX","+",1056,"repeat_type","LTR10G#LTR/ERV1",0.001056
"52249","chrX","-",1052,"repeat_type","LTR10G#LTR/ERV1",0.001052
"52250","chrY","+",8227,"repeat_type","LTR10G#LTR/ERV1",0.008227
"52251","chrY","-",15248,"repeat_type","LTR10G#LTR/ERV1",0.015248
"52252","chr1","+",36987,"repeat_type","MER52-int#LTR/ERV1",0.036987
"52253","chr1","-",13573,"repeat_type","MER52-int#LTR/ERV1",0.013573
"52254","chr2","+",34465,"repeat_type","MER52-int#LTR/ERV1",0.034465
"52255","chr2","-",59524,"repeat_type","MER52-int#LTR/ERV1",0.059524
"52256","chr3","+",49547,"repeat_type","MER52-int#LTR/ERV1",0.049547
"52257","chr3","-",61537,"repeat_type","MER52-int#LTR/ERV1",0.061537
"52258","chr4","+",60794,"repeat_type","MER52-int#LTR/ERV1",0.060794
"52259","chr4","-",30566,"repeat_type","MER52-int#LTR/ERV1",0.030566
"52260","chr5","+",55346,"repeat_type","MER52-int#LTR/ERV1",0.055346
"52261","chr5","-",26233,"repeat_type","MER52-int#LTR/ERV1",0.026233
"52262","chr6","+",29824,"repeat_type","MER52-int#LTR/ERV1",0.029824
"52263","chr6","-",28172,"repeat_type","MER52-int#LTR/ERV1",0.028172
"52264","chr7","+",7087,"repeat_type","MER52-int#LTR/ERV1",0.007087
"52265","chr7","-",2344,"repeat_type","MER52-int#LTR/ERV1",0.002344
"52266","chr8","-",32579,"repeat_type","MER52-int#LTR/ERV1",0.032579
"52267","chr9","+",26244,"repeat_type","MER52-int#LTR/ERV1",0.026244
"52268","chr9","-",7381,"repeat_type","MER52-int#LTR/ERV1",0.007381
"52269","chr10","+",23180,"repeat_type","MER52-int#LTR/ERV1",0.02318
"52270","chr10","-",13484,"repeat_type","MER52-int#LTR/ERV1",0.013484
"52271","chr11","+",32854,"repeat_type","MER52-int#LTR/ERV1",0.032854
"52272","chr12","+",8264,"repeat_type","MER52-int#LTR/ERV1",0.008264
"52273","chr12","-",32881,"repeat_type","MER52-int#LTR/ERV1",0.032881
"52274","chr13","+",30098,"repeat_type","MER52-int#LTR/ERV1",0.030098
"52275","chr13","-",19841,"repeat_type","MER52-int#LTR/ERV1",0.019841
"52276","chr14","-",7092,"repeat_type","MER52-int#LTR/ERV1",0.007092
"52277","chr15","-",24564,"repeat_type","MER52-int#LTR/ERV1",0.024564
"52278","chr16","+",7060,"repeat_type","MER52-int#LTR/ERV1",0.00706
"52279","chr16","-",17488,"repeat_type","MER52-int#LTR/ERV1",0.017488
"52280","chr17","+",6940,"repeat_type","MER52-int#LTR/ERV1",0.00694
"52281","chr19","+",14212,"repeat_type","MER52-int#LTR/ERV1",0.014212
"52282","chr21","+",14048,"repeat_type","MER52-int#LTR/ERV1",0.014048
"52283","chrX","+",41634,"repeat_type","MER52-int#LTR/ERV1",0.041634
"52284","chrX","-",81553,"repeat_type","MER52-int#LTR/ERV1",0.081553
"52285","chrY","+",20891,"repeat_type","MER52-int#LTR/ERV1",0.020891
"52286","chrY","-",32534,"repeat_type","MER52-int#LTR/ERV1",0.032534
"52287","chr1","+",7046,"repeat_type","HUERS-P2-int#LTR/ERV1",0.007046
"52288","chr1","-",9234,"repeat_type","HUERS-P2-int#LTR/ERV1",0.009234
"52289","chr2","+",10129,"repeat_type","HUERS-P2-int#LTR/ERV1",0.010129
"52290","chr2","-",3071,"repeat_type","HUERS-P2-int#LTR/ERV1",0.003071
"52291","chr3","+",9504,"repeat_type","HUERS-P2-int#LTR/ERV1",0.009504
"52292","chr3","-",18010,"repeat_type","HUERS-P2-int#LTR/ERV1",0.01801
"52293","chr4","+",6969,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006969
"52294","chr5","+",10066,"repeat_type","HUERS-P2-int#LTR/ERV1",0.010066
"52295","chr5","-",11266,"repeat_type","HUERS-P2-int#LTR/ERV1",0.011266
"52296","chr6","+",13684,"repeat_type","HUERS-P2-int#LTR/ERV1",0.013684
"52297","chr7","+",3196,"repeat_type","HUERS-P2-int#LTR/ERV1",0.003196
"52298","chr7","-",6791,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006791
"52299","chr9","+",3062,"repeat_type","HUERS-P2-int#LTR/ERV1",0.003062
"52300","chr9","-",8474,"repeat_type","HUERS-P2-int#LTR/ERV1",0.008474
"52301","chr10","+",6696,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006696
"52302","chr11","+",6912,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006912
"52303","chr11","-",6242,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006242
"52304","chr12","+",6051,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006051
"52305","chr12","-",7216,"repeat_type","HUERS-P2-int#LTR/ERV1",0.007216
"52306","chr13","+",10203,"repeat_type","HUERS-P2-int#LTR/ERV1",0.010203
"52307","chr13","-",19618,"repeat_type","HUERS-P2-int#LTR/ERV1",0.019618
"52308","chr14","+",7262,"repeat_type","HUERS-P2-int#LTR/ERV1",0.007262
"52309","chr14","-",5309,"repeat_type","HUERS-P2-int#LTR/ERV1",0.005309
"52310","chr17","+",7747,"repeat_type","HUERS-P2-int#LTR/ERV1",0.007747
"52311","chr18","+",3810,"repeat_type","HUERS-P2-int#LTR/ERV1",0.00381
"52312","chr18","-",3800,"repeat_type","HUERS-P2-int#LTR/ERV1",0.0038
"52313","chr19","+",3532,"repeat_type","HUERS-P2-int#LTR/ERV1",0.003532
"52314","chr21","+",8885,"repeat_type","HUERS-P2-int#LTR/ERV1",0.008885
"52315","chr21","-",6132,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006132
"52316","chr22","-",3488,"repeat_type","HUERS-P2-int#LTR/ERV1",0.003488
"52317","chrX","+",8827,"repeat_type","HUERS-P2-int#LTR/ERV1",0.008827
"52318","chrX","-",6458,"repeat_type","HUERS-P2-int#LTR/ERV1",0.006458
"52319","chrY","+",10664,"repeat_type","HUERS-P2-int#LTR/ERV1",0.010664
"52320","chr1","+",13616,"repeat_type","tRNA-Cys-TGY#tRNA",0.013616
"52321","chr1","-",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52322","chr2","+",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52323","chr2","-",458,"repeat_type","tRNA-Cys-TGY#tRNA",0.000458
"52324","chr3","+",385,"repeat_type","tRNA-Cys-TGY#tRNA",0.000385
"52325","chr3","-",381,"repeat_type","tRNA-Cys-TGY#tRNA",0.000381
"52326","chr4","+",385,"repeat_type","tRNA-Cys-TGY#tRNA",0.000385
"52327","chr4","-",228,"repeat_type","tRNA-Cys-TGY#tRNA",0.000228
"52328","chr5","+",156,"repeat_type","tRNA-Cys-TGY#tRNA",0.000156
"52329","chr5","-",303,"repeat_type","tRNA-Cys-TGY#tRNA",0.000303
"52330","chr6","-",380,"repeat_type","tRNA-Cys-TGY#tRNA",0.00038
"52331","chr7","+",1541,"repeat_type","tRNA-Cys-TGY#tRNA",0.001541
"52332","chr7","-",1665,"repeat_type","tRNA-Cys-TGY#tRNA",0.001665
"52333","chr8","+",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52334","chr8","-",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52335","chr9","+",388,"repeat_type","tRNA-Cys-TGY#tRNA",0.000388
"52336","chr9","-",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52337","chr10","+",309,"repeat_type","tRNA-Cys-TGY#tRNA",0.000309
"52338","chr10","-",304,"repeat_type","tRNA-Cys-TGY#tRNA",0.000304
"52339","chr11","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52340","chr11","-",228,"repeat_type","tRNA-Cys-TGY#tRNA",0.000228
"52341","chr12","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52342","chr12","-",384,"repeat_type","tRNA-Cys-TGY#tRNA",0.000384
"52343","chr13","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52344","chr13","-",75,"repeat_type","tRNA-Cys-TGY#tRNA",7.5e-05
"52345","chr14","+",154,"repeat_type","tRNA-Cys-TGY#tRNA",0.000154
"52346","chr14","-",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52347","chr15","+",233,"repeat_type","tRNA-Cys-TGY#tRNA",0.000233
"52348","chr15","-",154,"repeat_type","tRNA-Cys-TGY#tRNA",0.000154
"52349","chr16","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52350","chr16","-",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52351","chr17","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52352","chr17","-",607,"repeat_type","tRNA-Cys-TGY#tRNA",0.000607
"52353","chr19","-",152,"repeat_type","tRNA-Cys-TGY#tRNA",0.000152
"52354","chr20","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52355","chr20","-",76,"repeat_type","tRNA-Cys-TGY#tRNA",7.6e-05
"52356","chr21","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52357","chr21","-",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52358","chrX","-",228,"repeat_type","tRNA-Cys-TGY#tRNA",0.000228
"52359","chrY","+",77,"repeat_type","tRNA-Cys-TGY#tRNA",7.7e-05
"52360","chr1","+",574,"repeat_type","LTR22#LTR/ERVK",0.000574
"52361","chr1","-",569,"repeat_type","LTR22#LTR/ERVK",0.000569
"52362","chr2","+",1167,"repeat_type","LTR22#LTR/ERVK",0.001167
"52363","chr2","-",1727,"repeat_type","LTR22#LTR/ERVK",0.001727
"52364","chr3","+",592,"repeat_type","LTR22#LTR/ERVK",0.000592
"52365","chr3","-",2318,"repeat_type","LTR22#LTR/ERVK",0.002318
"52366","chr4","+",5195,"repeat_type","LTR22#LTR/ERVK",0.005195
"52367","chr4","-",1157,"repeat_type","LTR22#LTR/ERVK",0.001157
"52368","chr5","+",2973,"repeat_type","LTR22#LTR/ERVK",0.002973
"52369","chr6","+",584,"repeat_type","LTR22#LTR/ERVK",0.000584
"52370","chr6","-",1087,"repeat_type","LTR22#LTR/ERVK",0.001087
"52371","chr7","+",1135,"repeat_type","LTR22#LTR/ERVK",0.001135
"52372","chr8","-",1716,"repeat_type","LTR22#LTR/ERVK",0.001716
"52373","chr9","+",572,"repeat_type","LTR22#LTR/ERVK",0.000572
"52374","chr10","-",572,"repeat_type","LTR22#LTR/ERVK",0.000572
"52375","chr11","+",1156,"repeat_type","LTR22#LTR/ERVK",0.001156
"52376","chr11","-",5902,"repeat_type","LTR22#LTR/ERVK",0.005902
"52377","chr12","+",589,"repeat_type","LTR22#LTR/ERVK",0.000589
"52378","chr12","-",1670,"repeat_type","LTR22#LTR/ERVK",0.00167
"52379","chr13","+",573,"repeat_type","LTR22#LTR/ERVK",0.000573
"52380","chr13","-",572,"repeat_type","LTR22#LTR/ERVK",0.000572
"52381","chr14","+",547,"repeat_type","LTR22#LTR/ERVK",0.000547
"52382","chr15","+",595,"repeat_type","LTR22#LTR/ERVK",0.000595
"52383","chr16","+",1149,"repeat_type","LTR22#LTR/ERVK",0.001149
"52384","chr19","+",1646,"repeat_type","LTR22#LTR/ERVK",0.001646
"52385","chr19","-",572,"repeat_type","LTR22#LTR/ERVK",0.000572
"52386","chr22","-",1167,"repeat_type","LTR22#LTR/ERVK",0.001167
"52387","chrX","+",1713,"repeat_type","LTR22#LTR/ERVK",0.001713
"52388","chrX","-",1754,"repeat_type","LTR22#LTR/ERVK",0.001754
"52389","chrY","+",18339,"repeat_type","LTR22#LTR/ERVK",0.018339
"52390","chrY","-",40393,"repeat_type","LTR22#LTR/ERVK",0.040393
"52391","chr1","-",284,"repeat_type","X21_LINE#LINE/CR1",0.000284
"52392","chr2","-",285,"repeat_type","X21_LINE#LINE/CR1",0.000285
"52393","chr3","+",1126,"repeat_type","X21_LINE#LINE/CR1",0.001126
"52394","chr3","-",278,"repeat_type","X21_LINE#LINE/CR1",0.000278
"52395","chr4","-",864,"repeat_type","X21_LINE#LINE/CR1",0.000864
"52396","chr5","+",296,"repeat_type","X21_LINE#LINE/CR1",0.000296
"52397","chr5","-",1130,"repeat_type","X21_LINE#LINE/CR1",0.00113
"52398","chr7","+",280,"repeat_type","X21_LINE#LINE/CR1",0.00028
"52399","chr8","+",595,"repeat_type","X21_LINE#LINE/CR1",0.000595
"52400","chr8","-",287,"repeat_type","X21_LINE#LINE/CR1",0.000287
"52401","chr9","+",276,"repeat_type","X21_LINE#LINE/CR1",0.000276
"52402","chr9","-",289,"repeat_type","X21_LINE#LINE/CR1",0.000289
"52403","chr11","+",286,"repeat_type","X21_LINE#LINE/CR1",0.000286
"52404","chr11","-",924,"repeat_type","X21_LINE#LINE/CR1",0.000924
"52405","chr12","-",573,"repeat_type","X21_LINE#LINE/CR1",0.000573
"52406","chr13","+",571,"repeat_type","X21_LINE#LINE/CR1",0.000571
"52407","chr14","+",278,"repeat_type","X21_LINE#LINE/CR1",0.000278
"52408","chr14","-",662,"repeat_type","X21_LINE#LINE/CR1",0.000662
"52409","chr15","-",275,"repeat_type","X21_LINE#LINE/CR1",0.000275
"52410","chr16","+",286,"repeat_type","X21_LINE#LINE/CR1",0.000286
"52411","chr16","-",319,"repeat_type","X21_LINE#LINE/CR1",0.000319
"52412","chr17","+",285,"repeat_type","X21_LINE#LINE/CR1",0.000285
"52413","chr17","-",277,"repeat_type","X21_LINE#LINE/CR1",0.000277
"52414","chr18","+",585,"repeat_type","X21_LINE#LINE/CR1",0.000585
"52415","chr18","-",283,"repeat_type","X21_LINE#LINE/CR1",0.000283
"52416","chr19","+",286,"repeat_type","X21_LINE#LINE/CR1",0.000286
"52417","chr21","+",284,"repeat_type","X21_LINE#LINE/CR1",0.000284
"52418","chrX","+",277,"repeat_type","X21_LINE#LINE/CR1",0.000277
"52419","chrX","-",567,"repeat_type","X21_LINE#LINE/CR1",0.000567
"52420","chr1","+",291,"repeat_type","Eulor6E#DNA/Crypton",0.000291
"52421","chr1","-",584,"repeat_type","Eulor6E#DNA/Crypton",0.000584
"52422","chr2","-",580,"repeat_type","Eulor6E#DNA/Crypton",0.00058
"52423","chr4","+",285,"repeat_type","Eulor6E#DNA/Crypton",0.000285
"52424","chr4","-",266,"repeat_type","Eulor6E#DNA/Crypton",0.000266
"52425","chr5","-",298,"repeat_type","Eulor6E#DNA/Crypton",0.000298
"52426","chr6","+",560,"repeat_type","Eulor6E#DNA/Crypton",0.00056
"52427","chr6","-",587,"repeat_type","Eulor6E#DNA/Crypton",0.000587
"52428","chr7","-",293,"repeat_type","Eulor6E#DNA/Crypton",0.000293
"52429","chr8","+",294,"repeat_type","Eulor6E#DNA/Crypton",0.000294
"52430","chr8","-",586,"repeat_type","Eulor6E#DNA/Crypton",0.000586
"52431","chr9","-",211,"repeat_type","Eulor6E#DNA/Crypton",0.000211
"52432","chr10","-",291,"repeat_type","Eulor6E#DNA/Crypton",0.000291
"52433","chr11","+",293,"repeat_type","Eulor6E#DNA/Crypton",0.000293
"52434","chr11","-",293,"repeat_type","Eulor6E#DNA/Crypton",0.000293
"52435","chr12","+",294,"repeat_type","Eulor6E#DNA/Crypton",0.000294
"52436","chr13","-",584,"repeat_type","Eulor6E#DNA/Crypton",0.000584
"52437","chr14","-",282,"repeat_type","Eulor6E#DNA/Crypton",0.000282
"52438","chr16","-",295,"repeat_type","Eulor6E#DNA/Crypton",0.000295
"52439","chr18","+",591,"repeat_type","Eulor6E#DNA/Crypton",0.000591
"52440","chr22","+",297,"repeat_type","Eulor6E#DNA/Crypton",0.000297
"52441","chrX","+",309,"repeat_type","Eulor6E#DNA/Crypton",0.000309
"52442","chr1","-",1047,"repeat_type","UCON103#LTR",0.001047
"52443","chr2","+",539,"repeat_type","UCON103#LTR",0.000539
"52444","chr4","+",1571,"repeat_type","UCON103#LTR",0.001571
"52445","chr4","-",1528,"repeat_type","UCON103#LTR",0.001528
"52446","chr5","+",519,"repeat_type","UCON103#LTR",0.000519
"52447","chr5","-",517,"repeat_type","UCON103#LTR",0.000517
"52448","chr6","-",517,"repeat_type","UCON103#LTR",0.000517
"52449","chr7","+",521,"repeat_type","UCON103#LTR",0.000521
"52450","chr7","-",515,"repeat_type","UCON103#LTR",0.000515
"52451","chr9","-",1044,"repeat_type","UCON103#LTR",0.001044
"52452","chr10","+",524,"repeat_type","UCON103#LTR",0.000524
"52453","chr10","-",494,"repeat_type","UCON103#LTR",0.000494
"52454","chr13","+",1550,"repeat_type","UCON103#LTR",0.00155
"52455","chr13","-",534,"repeat_type","UCON103#LTR",0.000534
"52456","chr14","+",525,"repeat_type","UCON103#LTR",0.000525
"52457","chr14","-",520,"repeat_type","UCON103#LTR",0.00052
"52458","chr19","-",489,"repeat_type","UCON103#LTR",0.000489
"52459","chr1","-",7413,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.007413
"52460","chr2","-",7878,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.007878
"52461","chr3","-",2570,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.00257
"52462","chr4","-",969,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.000969
"52463","chr5","-",4953,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.004953
"52464","chr6","-",2912,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.002912
"52465","chr7","-",339,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.000339
"52466","chr8","-",1789,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.001789
"52467","chr9","-",721,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.000721
"52468","chr10","-",9351,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.009351
"52469","chr11","-",2593,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.002593
"52470","chr12","-",2207,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.002207
"52471","chr13","-",977,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.000977
"52472","chr14","-",4987,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.004987
"52473","chr15","-",642,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.000642
"52474","chr16","-",3200,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.0032
"52475","chr17","-",4008,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.004008
"52476","chr18","-",1000,"repeat_type","Eutr16#DNA?/hAT-Tip100?",0.001
